"date","close","volume","open","high","low"
"16:00","270.43","78,686,256","270.90","273.27","270.19"
"2018/03/20","270.9500","59438810.0000","270.9400","271.6700","270.1800"
"2018/03/19","270.4900","108516000.0000","273.3500","274.3957","268.6200"
"2018/03/16","274.2000","99805450.0000","274.5000","275.3900","274.1400"
"2018/03/15","275.0000","80722410.0000","275.8800","276.6100","274.4300"
"2018/03/14","275.3000","105737200.0000","277.8100","278.0200","274.6700"
"2018/03/13","276.7200","89639370.0000","279.8400","280.4100","276.0300"
"2018/03/12","278.5200","71759540.0000","279.2000","279.9100","278.0801"
"2018/03/09","278.8700","113447100.0000","275.7000","278.8700","275.3400"
"2018/03/08","274.1000","66585910.0000","273.5500","274.2400","272.4200"
"2018/03/07","272.7800","86910350.0000","270.4200","273.1800","270.2000"
"2018/03/06","272.8800","75247670.0000","273.3000","273.3900","271.1800"
"2018/03/05","272.1900","96744650.0000","267.7300","272.8900","267.6100"
"2018/03/02","269.0800","138968000.0000","265.8000","269.7200","264.8200"
"2018/03/01","267.7000","176457600.0000","271.4100","273.1700","266.0000"
"2018/02/28","271.6500","121488400.0000","275.6800","276.1900","271.2900"
"2018/02/27","274.4300","98302760.0000","278.1100","278.9200","274.3600"
"2018/02/26","277.9000","85166420.0000","275.9300","278.0100","275.2600"
"2018/02/23","274.7100","92045650.0000","271.7900","274.7100","271.2500"
"2018/02/22","270.4000","108484800.0000","271.1000","273.0500","269.6400"
"2018/02/21","270.0500","97671020.0000","271.9000","274.7200","269.9400"
"2018/02/20","271.4000","85431860.0000","272.0300","273.6700","270.5000"
"2018/02/16","273.1100","160341500.0000","272.3200","275.3200","272.2700"
"2018/02/15","273.0300","110226800.0000","271.5700","273.0400","268.7700"
"2018/02/14","269.5900","120406400.0000","264.3100","270.0000","264.3000"
"2018/02/13","266.0000","81055770.0000","263.9700","266.6200","263.3100"
"2018/02/12","265.3400","140752800.0000","263.8300","267.0100","261.6644"
"2018/02/09","261.5000","283273100.0000","260.8000","263.6100","252.9200"
"2018/02/08","257.6300","244841900.0000","268.0100","268.1700","257.5900"
"2018/02/07","267.6700","166678000.0000","268.5000","272.3600","267.5800"
"2018/02/06","269.1300","353681700.0000","259.9400","269.7000","258.7000"
"2018/02/05","263.9300","292453400.0000","273.4500","275.8500","263.3100"
"2018/02/02","275.4500","172897100.0000","280.0800","280.2300","275.4100"
"2018/02/01","281.5800","89757330.0000","281.0700","283.0600","280.6800"
"2018/01/31","281.9000","118655600.0000","282.7300","283.3000","280.6800"
"2018/01/30","281.7600","131479000.0000","282.6000","284.7360","281.2200"
"2018/01/29","284.6800","89891820.0000","285.9300","286.4300","284.5000"
"2018/01/26","286.5800","107598800.0000","284.2500","286.6285","283.9600"
"2018/01/25","283.3000","84342320.0000","284.1600","284.2700","282.4050"
"2018/01/24","283.1800","134617200.0000","284.0200","284.7000","281.8400"
"2018/01/23","283.2900","96892090.0000","282.7400","283.6200","282.3700"
"2018/01/22","282.6900","91146870.0000","280.1700","282.6900","280.1100"
"2018/01/19","280.4100","141303100.0000","279.8000","280.4100","279.1400"
"2018/01/18","279.1400","100397600.0000","279.4800","279.9600","278.5800"
"2018/01/17","279.6100","112844200.0000","278.0300","280.0500","276.9700"
"2018/01/16","276.9700","106269200.0000","279.3500","280.0900","276.1800"
"2018/01/12","277.9200","90463870.0000","276.4200","278.1100","276.0819"
"2018/01/11","276.1200","62236650.0000","274.7500","276.1200","274.5600"
"2018/01/10","274.1200","69394220.0000","273.6800","274.4200","272.9200"
"2018/01/09","274.5400","57114650.0000","274.4000","275.2500","274.0810"
"2018/01/08","273.9200","57116850.0000","273.3100","274.1000","272.9800"
